candidate_key,service_id,query,intent,cluster_id,representative_query_ids,current_url,target_url,url_action,assignment_method,validation_status,review_status,reviewer,rationale
S3|дендролог в рыбинске|commercial_research,S3,дендролог в рыбинске,commercial_research,SERP-A2EE2A3C7677,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,direct_serp_representative,serp_direct_reviewed,reviewed,codex_task6,direct SERP representative retained within its approved service owner; existing URL retained and no new URL approved
S3|денежное дерево земля посадки|commercial_research,S3,денежное дерево земля посадки,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|денежное дерево как взять отросток для посадки|informational,S3,денежное дерево как взять отросток для посадки,informational,HOLD-A31AAE5725CD,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,,article_candidate,current_owner_hold,article_backlog_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; informational intent is separated from the commercial service page and remains an unpublished article backlog candidate
S3|денежное дерево посадка и уход|commercial_research,S3,денежное дерево посадка и уход,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|денежное дерево посадка отростка|commercial_research,S3,денежное дерево посадка отростка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|денежное дерево посадка отростка без корней|commercial_research,S3,денежное дерево посадка отростка без корней,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|день посадки деревьев|commercial_research,S3,день посадки деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|день посадки деревьев 2026|commercial_research,S3,день посадки деревьев 2026,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|день посадки деревьев фильм|commercial_research,S3,день посадки деревьев фильм,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дербенник фото и описание кустарника посадка|commercial_research,S3,дербенник фото и описание кустарника посадка,commercial_research,SERP-3DA3A83AC9A8,Q000065,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,representative_stratum_projection,serp_projected_pending_review,pending,,projected because every stratum representative has one service-bounded SERP component; existing URL retained and no new URL approved
S3|дерево гинкго билоба посадка|commercial_research,S3,дерево гинкго билоба посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево для посадки какое выбрать|commercial_research,S3,дерево для посадки какое выбрать,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево катальпа посадка и уход|commercial_research,S3,дерево катальпа посадка и уход,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево катальпа фото и описание посадка уход|commercial_research,S3,дерево катальпа фото и описание посадка уход,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево круг посадка|commercial_research,S3,дерево круг посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево кустарник плодовый посадка|commercial_research,S3,дерево кустарник плодовый посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево кустарник посадка участок|commercial_research,S3,дерево кустарник посадка участок,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево лиственный посадка|commercial_research,S3,дерево лиственный посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево малина посадка и уход|commercial_research,S3,дерево малина посадка и уход,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево малина посадка и уход отзывы|commercial_research,S3,дерево малина посадка и уход отзывы,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево миндальный посадка|commercial_research,S3,дерево миндальный посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево обрезка посадка|commercial_research,S3,дерево обрезка посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево павловния посадка и уход|commercial_research,S3,дерево павловния посадка и уход,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево павловния фото и описание посадка|commercial_research,S3,дерево павловния фото и описание посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево питомника посадки|commercial_research,S3,дерево питомника посадки,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево посадка расстояние яблоня|commercial_research,S3,дерево посадка расстояние яблоня,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево посадка средство|commercial_research,S3,дерево посадка средство,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево посадка уход фото|commercial_research,S3,дерево посадка уход фото,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево посадка штраф|commercial_research,S3,дерево посадка штраф,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дерево посадки тени|commercial_research,S3,дерево посадки тени,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревьев овощей посадку деревьев|commercial_research,S3,деревьев овощей посадку деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья аллейной посадки|commercial_research,S3,деревья аллейной посадки,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья без посадки|commercial_research,S3,деревья без посадки,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья групповая посадка|commercial_research,S3,деревья групповая посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья дикие для посадки в саду|commercial_research,S3,деревья дикие для посадки в саду,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья для посадки в городе|commercial_research,S3,деревья для посадки в городе,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья для посадки в городских условиях|commercial_research,S3,деревья для посадки в городских условиях,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья для посадки возле дома|commercial_research,S3,деревья для посадки возле дома,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья запрещенные к посадке|commercial_research,S3,деревья запрещенные к посадке,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья посадки даче|commercial_research,S3,деревья посадки даче,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья посадки саду|commercial_research,S3,деревья посадки саду,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|деревья после посадки|commercial_research,S3,деревья после посадки,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дизайн озеленения участка|commercial_research,S3,дизайн озеленения участка,commercial_research,SERP-9F051612A9DA,Q000061,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,representative_stratum_projection,serp_projected_pending_review,pending,,projected because every stratum representative has one service-bounded SERP component; existing URL retained and no new URL approved
S3|дизайн посадки деревьев|commercial_research,S3,дизайн посадки деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|диск по дереву посадка 25 4|commercial_research,S3,диск по дереву посадка 25 4,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|дисковая фреза по дереву посадка 20 мм|commercial_research,S3,дисковая фреза по дереву посадка 20 мм,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|для посадки деревьев выделили|commercial_research,S3,для посадки деревьев выделили,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|для посадки деревьев выделили участок|commercial_research,S3,для посадки деревьев выделили участок,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|для посадки деревьев выделили участок земли|commercial_research,S3,для посадки деревьев выделили участок земли,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|договор на посадку деревьев образец|commercial_research,S3,договор на посадку деревьев образец,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|долларовое дерево грунт для посадки|commercial_research,S3,долларовое дерево грунт для посадки,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|долларовое дерево грунт для посадки какой|commercial_research,S3,долларовое дерево грунт для посадки какой,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|долларовое дерево грунт для посадки какой нужен|commercial_research,S3,долларовое дерево грунт для посадки какой нужен,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|долларовое дерево посадка|commercial_research,S3,долларовое дерево посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|долларовое дерево посадка и уход|commercial_research,S3,долларовое дерево посадка и уход,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|доломитовая мука применение при посадке деревьев весной|commercial_research,S3,доломитовая мука применение при посадке деревьев весной,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|доставка и посадка деревьев|commercial_research,S3,доставка и посадка деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|емкость для посадки деревьев|commercial_research,S3,емкость для посадки деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|жасмин дерево посадка и уход|commercial_research,S3,жасмин дерево посадка и уход,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|жасмин кустарник купить для посадки|product_only,S3,жасмин кустарник купить для посадки,product_only,HOLD-2BF5D16865EA,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,,exclude,current_owner_hold,product_only_excluded,reviewed,codex_task6,current service boundary retained; no unsupported child page or lexical merge created; purchase-only intent has no confirmed works offer and is excluded from the service URL map
S3|жасмин кустарник посадка|commercial_research,S3,жасмин кустарник посадка,commercial_research,SERP-3DA3A83AC9A8,Q000065,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,representative_stratum_projection,serp_projected_pending_review,pending,,projected because every stratum representative has one service-bounded SERP component; existing URL retained and no new URL approved
S3|жасмин кустарник посадка и уход|commercial_research,S3,жасмин кустарник посадка и уход,commercial_research,SERP-3DA3A83AC9A8,Q000065,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,representative_stratum_projection,serp_projected_pending_review,pending,,projected because every stratum representative has one service-bounded SERP component; existing URL retained and no new URL approved
S3|жасмин кустарник посадка и уход размножение|commercial_research,S3,жасмин кустарник посадка и уход размножение,commercial_research,SERP-3DA3A83AC9A8,Q000065,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,representative_stratum_projection,serp_projected_pending_review,pending,,projected because every stratum representative has one service-bounded SERP component; existing URL retained and no new URL approved
S3|живое дерево посадка|commercial_research,S3,живое дерево посадка,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|заговор при посадке денежного дерева|commercial_research,S3,заговор при посадке денежного дерева,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|заговоры посадке деревьев|commercial_research,S3,заговоры посадке деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|заказать деревья для посадки белый абрикос|transactional,S3,заказать деревья для посадки белый абрикос,transactional,HOLD-6AE9AB011A17,Q000060|Q000067|Q000068,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|заказать посадку дерева|transactional,S3,заказать посадку дерева,transactional,SERP-65D0D96753C1,Q000060|Q000067|Q000068,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,direct_serp_representative,serp_direct_reviewed,reviewed,codex_task6,direct SERP representative retained within its approved service owner; existing URL retained and no new URL approved
S3|заказы посадка деревьев|commercial_research,S3,заказы посадка деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|закон о посадке деревьев на участке|commercial_research,S3,закон о посадке деревьев на участке,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|закон посадке деревьев|commercial_research,S3,закон посадке деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
S3|занимается посадкой деревьев|commercial_research,S3,занимается посадкой деревьев,commercial_research,HOLD-D5EEA7CA5259,Q000059|Q000063,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,keep_enhance,current_owner_hold,manual_projection_pending,pending,,current service boundary retained; no unsupported child page or lexical merge created; existing URL retained and no new URL approved
