destination_id,service_id,page_role,parent_destination_id,current_url,proposed_url,canonical_url,primary_cluster_id,source_cluster_ids,url_action,publication_status,evidence_refs,review_status,reviewer,rationale
S1-CHILD-DENDROPLAN,S1,child_service,S1-HUB,,https://exp76.ru/dendroplan-uchastka/,https://exp76.ru/dendroplan-uchastka/,S1-CHILD-DENDROPLAN,S1-CHILD-DENDROPLAN,create,ready,business=business_source:service-v2/landshaftnoe-proektirovanie.json#scope[Дендроплан и озеленение]; semantic=raw/expanded-serp/yandex-api-Q000157.jsonl|Q000157,reviewed,codex-2026-08-29,Проект размещения и ведомость растений; физическая посадка принадлежит S3.
S1-CHILD-3D,S1,child_service,S1-HUB,,https://exp76.ru/3d-vizualizatsiya-landshaftnogo-dizajna/,https://exp76.ru/3d-vizualizatsiya-landshaftnogo-dizajna/,S1-CHILD-3D,S1-CHILD-3D,create,ready,business=business_source:service-v2/landshaftnoe-proektirovanie.json#scope[3D-визуализация]; semantic=wordstat:Yaroslavl_oblast[ландшафтный дизайн участка 3д]=1,reviewed,codex-2026-08-29,Коммерческая визуализация проекта; программы и ИИ относятся к статье.
S1-CHILD-RELIEF,S1,child_service,S1-HUB,,https://exp76.ru/proekt-vertikalnoj-planirovki-uchastka/,https://exp76.ru/proekt-vertikalnoj-planirovki-uchastka/,S1-CHILD-RELIEF,S1-CHILD-RELIEF,create,ready,business=business_source:service-v2/landshaftnoe-proektirovanie.json#pricing[план организации рельефа]; semantic=raw/expanded-serp/yandex-api-Q000159.jsonl|Q000159|raw/expanded-serp-targeted/yandex-api-Q000248.jsonl|Q000248,reviewed,codex-2026-08-29,Только проект отметок и уклонов; земляные работы принадлежат S5.
S2-CHILD-ROLL,S2,child_service,S2-HUB,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,S2-CHILD-ROLL,S2-CHILD-ROLL,create,ready,business=business_source:service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services[Рулонный газон]; semantic=SERP-D405C455A674|SERP-0767F40D1ED4|wordstat:Yaroslavl_oblast=288,reviewed,codex-2026-08-29,Подготовка и укладка рулонов; товарный запрос без работ исключается.
S2-CHILD-SEED,S2,child_service,S2-HUB,,https://exp76.ru/posevnoj-gazon-pod-kljuch/,https://exp76.ru/posevnoj-gazon-pod-kljuch/,S2-CHILD-SEED,S2-CHILD-SEED,create,ready,business=business_source:service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services[Посевной газон]; semantic=SERP-6070ECC246E8|SERP-1E2A5B0176EC|wordstat:Yaroslavl_oblast=22,reviewed,codex-2026-08-29,Посев и формирование покрытия; рулонный вариант остаётся отдельной услугой.
S2-CHILD-SOIL,S2,child_service,S2-HUB,,https://exp76.ru/podgotovka-grunta-pod-gazon/,https://exp76.ru/podgotovka-grunta-pod-gazon/,S2-CHILD-SOIL,S2-CHILD-SOIL,create,ready,business=business_source:service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#scope[Подготовка почвы]; semantic=wordstat:Yaroslavl_oblast[подготовка грунта под газон]=2,reviewed,codex-2026-08-29,Верхний слой и основание газона; изменение общего рельефа принадлежит S5.
S2-CHILD-RESTORE,S2,child_service,S2-HUB,,https://exp76.ru/vosstanovlenie-i-remont-gazona/,https://exp76.ru/vosstanovlenie-i-remont-gazona/,S2-CHILD-RESTORE,S2-CHILD-RESTORE,create,ready,business=business_source:wp-rest/pages/9357#content[пожелтевший-газон+полный-комплекс-работ]; semantic=raw/expanded-serp/yandex-api-Q000170.jsonl|Q000170|raw/expanded-serp-targeted/yandex-api-Q000252.jsonl|Q000252,reviewed,codex-2026-08-29,"Разовое восстановление повреждённого покрытия; регулярная стрижка, полив и подкормка принадлежат S4-LAWN-CARE."
S3-CHILD-FRUIT,S3,child_service,S3-HUB,,https://exp76.ru/posadka-plodovyh-derevev/,https://exp76.ru/posadka-plodovyh-derevev/,S3-CHILD-FRUIT,S3-CHILD-FRUIT,create,ready,business=business_source:service-v2/posadka-derevev-i-kustarnikov.json#intro[деревья любого размера]; semantic=SERP-B063D3C3AD98|wordstat:Yaroslavl_oblast=57,reviewed,codex-2026-08-29,Плодовый сад; декоративные деревья и общий подбор остаются соседним страницам.
S3-CHILD-CONIFERS,S3,child_service,S3-HUB,,https://exp76.ru/posadka-hvojnyh-derevev/,https://exp76.ru/posadka-hvojnyh-derevev/,S3-CHILD-CONIFERS,S3-CHILD-CONIFERS,create,ready,business=business_source:service-v2/posadka-derevev-i-kustarnikov.json#scope[Хвойные посадки]; semantic=SERP-785822A3ED71|wordstat:Yaroslavl_oblast=44,reviewed,codex-2026-08-29,Хвойные деревья и группы; постоянный уход принадлежит S4.
S3-CHILD-SHRUBS,S3,child_service,S3-HUB,,https://exp76.ru/posadka-kustarnikov/,https://exp76.ru/posadka-kustarnikov/,S3-CHILD-SHRUBS,S3-CHILD-SHRUBS,create,ready,business=business_source:service-v2/posadka-derevev-i-kustarnikov.json#scope[Кустарники и группы]; semantic=SERP-3DA3A83AC9A8|wordstat:Yaroslavl_oblast=218,reviewed,codex-2026-08-29,Кустарниковые группы; обрезка и обслуживание принадлежат S4.
S3-CHILD-LARGE,S3,child_service,S3-HUB,,https://exp76.ru/posadka-krupnomerov/,https://exp76.ru/posadka-krupnomerov/,S3-CHILD-LARGE,S3-CHILD-LARGE,create,ready,business=business_source:service-v2/posadka-derevev-i-kustarnikov.json#scope[Деревья и крупные формы]; semantic=SERP-09010110F02E|wordstat:Yaroslavl_oblast=4,reviewed,codex-2026-08-29,"Крупные формы, доставка и механизация; молодые деревья разведены по видам."
S3-CHILD-HEDGE,S3,child_service,S3-HUB,,https://exp76.ru/posadka-zhivoj-izgorodi/,https://exp76.ru/posadka-zhivoj-izgorodi/,S3-CHILD-HEDGE,S3-CHILD-HEDGE,create,ready,business=business_source:wp-rest/pages/6871#content[посадка-кустарника-как-живая-изгородь]; semantic=raw/expanded-serp-alternatives/yandex-api-Q000270.jsonl|Q000270,reviewed,codex-2026-08-29,Создание линейной посадки; последующая стрижка и обслуживание принадлежат S4-SHRUB-PRUNING.
S4-CHILD-TREE-PRUNING,S4,child_service,S4-HUB,,https://exp76.ru/obrezka-derevev/,https://exp76.ru/obrezka-derevev/,S4-CHILD-TREE-PRUNING,S4-CHILD-TREE-PRUNING,create,ready,business=business_source:service-v2/ukhod-za-sadom.json#scope[Обрезка деревьев и кустарников]; semantic=SERP-B592CED7E831|SERP-0D0F2C22B0AB|wordstat:Yaroslavl_oblast=494,reviewed,codex-2026-08-29,Только деревья; кустарники и живая изгородь разведены.
S4-CHILD-SHRUB-PRUNING,S4,child_service,S4-HUB,,https://exp76.ru/obrezka-kustarnikov-i-zhivoj-izgorodi/,https://exp76.ru/obrezka-kustarnikov-i-zhivoj-izgorodi/,S4-CHILD-SHRUB-PRUNING,S4-CHILD-SHRUB-PRUNING,create,ready,business=business_source:service-v2/ukhod-za-sadom.json#scope[Обрезка деревьев и кустарников]; semantic=SERP-8F99DD3FB843|wordstat:Yaroslavl_oblast=58,reviewed,codex-2026-08-29,Кустарники и изгороди; деревья остаются отдельной услугой.
S4-CHILD-LAWN-CARE,S4,child_service,S4-HUB,,https://exp76.ru/uhod-za-gazonom/,https://exp76.ru/uhod-za-gazonom/,S4-CHILD-LAWN-CARE,S4-CHILD-LAWN-CARE,create,ready,business=business_source:service-v2/ukhod-za-sadom.json#scope[Уход за газоном]; semantic=raw/expanded-serp/yandex-api-Q000194.jsonl|Q000194|webmaster_query:стрижка и уход за газоном,reviewed,codex-2026-08-29,Регулярный уход; устройство и капитальное восстановление принадлежат S2.
S4-CHILD-FLOWERBEDS,S4,child_service,S4-HUB,,https://exp76.ru/uhod-za-cvetnikami-i-klumbami/,https://exp76.ru/uhod-za-cvetnikami-i-klumbami/,S4-CHILD-FLOWERBEDS,S4-CHILD-FLOWERBEDS,create,ready,"business=business_source:service-v2/ukhod-za-sadom.json#scope[Цветники, клумбы и декоративные зоны]; semantic=raw/expanded-serp/yandex-api-Q000195.jsonl|Q000195",reviewed,codex-2026-08-29,Обслуживание существующих цветников; создание посадок принадлежит S3.
S4-CHILD-PEST,S4,child_service,S4-HUB,,https://exp76.ru/obrabotka-sada-ot-boleznej-i-vreditelej/,https://exp76.ru/obrabotka-sada-ot-boleznej-i-vreditelej/,S4-CHILD-PEST,S4-CHILD-PEST,create,ready,business=business_source:wp-rest/pages/9357#content[обработки-от-вредителей-и-возбудителей-болезней]; semantic=raw/expanded-serp-finalization/yandex-api-Q000273.jsonl|Q000273,reviewed,codex-2026-08-29,"Только диагностика и обработка растений; клещи, комары и санитарная обработка территории исключаются."
S5-CHILD-LEVEL,S5,child_service,S5-HUB,,https://exp76.ru/vyravnivanie-uchastka/,https://exp76.ru/vyravnivanie-uchastka/,S5-CHILD-LEVEL,S5-CHILD-LEVEL,create,ready,business=business_source:service-v2/planirovka-territorii.json#scope[Выравнивание и формирование поверхностей]; semantic=SERP-13FD00FC92C7|SERP-3AF29E33EBAC|wordstat:Yaroslavl_oblast=251,reviewed,codex-2026-08-29,Результат — ровная поверхность; специальные технологии и назначения разведены.
S5-CHILD-VERTICAL,S5,child_service,S5-HUB,,https://exp76.ru/vertikalnaya-planirovka-uchastka/,https://exp76.ru/vertikalnaya-planirovka-uchastka/,S5-CHILD-VERTICAL,S5-CHILD-VERTICAL,create,ready,business=business_source:service-v2/planirovka-territorii.json#intro[рельеф и направление воды]; semantic=wordstat:Yaroslavl_oblast=4|Q000080,reviewed,codex-2026-08-29,Физическое формирование отметок; проект рельефа принадлежит S1.
S5-CHILD-MACHINERY,S5,child_service,S5-HUB,,https://exp76.ru/planirovka-uchastka-spectehnikoj/,https://exp76.ru/planirovka-uchastka-spectehnikoj/,S5-CHILD-MACHINERY,S5-CHILD-MACHINERY,create,ready,business=business_source:wp-rest/pages/10345+9533+9415+8640+8613#completed-planning|media:planirovka_territorii2.webp+planirovka_territorii6.webp; semantic=raw/expanded-serp/yandex-api-Q000204.jsonl|Q000204|wordstat:Yaroslavl_oblast[планировка участка трактором]=6,reviewed,codex-2026-08-29,Работы техникой с оператором и измеримым результатом; аренда техники без работ исключается.
S5-CHILD-FILL,S5,child_service,S5-HUB,,https://exp76.ru/otsypka-i-podem-uchastka/,https://exp76.ru/otsypka-i-podem-uchastka/,S5-CHILD-FILL,S5-CHILD-FILL,create,ready,business=business_source:service-v2/planirovka-territorii.json#pricing[добавить или вывезти грунт]; semantic=SERP-490CDCE58295|wordstat:Yaroslavl_oblast=7,reviewed,codex-2026-08-29,Добавление материала и изменение отметок; продажа грунта исключается.
S5-CHILD-CULTIVATION,S5,child_service,S5-HUB,,https://exp76.ru/kultivaciya-uchastka/,https://exp76.ru/kultivaciya-uchastka/,S5-CHILD-CULTIVATION,S5-CHILD-CULTIVATION,create,ready,business=business_source:wp-rest/pages/8636#content[культивирование-земли+планировка]; semantic=raw/expanded-serp-finalization/yandex-api-Q000274.jsonl|Q000274,reviewed,codex-2026-08-29,"Отдельная механическая обработка земли; планировка рельефа, посев и устройство газона не входят."
S6-CHILD-CONCRETE,S6,child_service,S6-HUB,,https://exp76.ru/betonnaya-podpornaya-stenka/,https://exp76.ru/betonnaya-podpornaya-stenka/,S6-CHILD-CONCRETE,S6-CHILD-CONCRETE,create,ready,business=business_source:service-v2/podpornye-stenki.json#scope[Бетонные конструкции]; semantic=SERP-3CDF6B2A903F|wordstat:Yaroslavl_oblast=6,reviewed,codex-2026-08-29,Монолитный бетон; блоки и декоративная кладка разведены.
S6-CHILD-STONE,S6,child_service,S6-HUB,,https://exp76.ru/podpornaya-stenka-iz-kamnya-i-kirpicha/,https://exp76.ru/podpornaya-stenka-iz-kamnya-i-kirpicha/,S6-CHILD-STONE,S6-CHILD-STONE,create,ready,business=business_source:wp-rest/pages/676#content[камень+кирпич]; semantic=raw/expanded-serp/yandex-api-Q000215.jsonl|Q000215|raw/expanded-serp-targeted/yandex-api-Q000256.jsonl|Q000256|raw/expanded-serp/yandex-api-Q000217.jsonl|Q000217|raw/expanded-serp-targeted/yandex-api-Q000258.jsonl|Q000258,reviewed,codex-2026-08-29,Каменная и кирпичная кладка объединены; монолитный бетон и сборные ЖБ-блоки остаются отдельными технологиями.
S6-CHILD-WOOD,S6,child_service,S6-HUB,,https://exp76.ru/podpornaya-stenka-iz-dereva/,https://exp76.ru/podpornaya-stenka-iz-dereva/,S6-CHILD-WOOD,S6-CHILD-WOOD,create,ready,business=business_source:wp-rest/pages/676#content[услуги-из-любых-материалов+дерево]; semantic=raw/expanded-serp-finalization/yandex-api-Q000276.jsonl|Q000276|raw/reviewed-suggest-v6/yandex-suggest-YS000559.jsonl|YS000559,reviewed,codex-2026-08-29,Только невысокие деревянные или бревенчатые конструкции после оценки применимости; заборы и декоративные ограждения исключаются.
S7-CHILD-DESIGN,S7,child_service,S7-HUB,,https://exp76.ru/proekt-osveshcheniya-uchastka/,https://exp76.ru/proekt-osveshcheniya-uchastka/,S7-CHILD-DESIGN,S7-CHILD-DESIGN,create,ready,business=business_source:service-v2/ulichnoe-osveshhenie-uchastka.json#process[проектирование]; semantic=wordstat:Yaroslavl_oblast=2,reviewed,codex-2026-08-29,Схема и проект; физический монтаж остаётся соседней услуге.
S7-CHILD-INSTALL,S7,child_service,S7-HUB,,https://exp76.ru/montazh-osveshcheniya-uchastka/,https://exp76.ru/montazh-osveshcheniya-uchastka/,S7-CHILD-INSTALL,S7-CHILD-INSTALL,create,ready,business=business_source:service-v2/ulichnoe-osveshhenie-uchastka.json#process[монтаж]; semantic=SERP-6979557B24CA|wordstat:Yaroslavl_oblast[устройство]=8,reviewed,codex-2026-08-29,Комплексный монтаж; отдельные сценарии света разведены.
S7-CHILD-LANDSCAPE,S7,child_service,S7-HUB,,https://exp76.ru/landshaftnoe-osveshchenie-uchastka/,https://exp76.ru/landshaftnoe-osveshchenie-uchastka/,S7-CHILD-LANDSCAPE,S7-CHILD-LANDSCAPE,create,ready,business=business_source:service-v2/ulichnoe-osveshhenie-uchastka.json#scope[Декоративный свет в саду]; semantic=SERP-D0ED9EC8158D|wordstat:Yaroslavl_oblast=23,reviewed,codex-2026-08-29,Сад и композиция; архитектурная подсветка дома разведена.
S7-CHILD-ARCHITECTURAL,S7,child_service,S7-HUB,,https://exp76.ru/arhitekturnaya-podsvetka-doma/,https://exp76.ru/arhitekturnaya-podsvetka-doma/,S7-CHILD-ARCHITECTURAL,S7-CHILD-ARCHITECTURAL,create,ready,business=business_source:service-v2/ulichnoe-osveshhenie-uchastka.json#scope[Архитектурная подсветка]; semantic=raw/expanded-serp/yandex-api-Q000227.jsonl|Q000227|raw/expanded-serp-targeted/yandex-api-Q000262.jsonl|Q000262,reviewed,codex-2026-08-29,Фасад и архитектура дома; садовое освещение остаётся S7-LANDSCAPE.
S7-CHILD-HOLIDAY,S7,child_service,S7-HUB,https://exp76.ru/novogodnee-osveshhenie-zagorodnogo-doma-v-rybinske-i-jaroslavskojj-oblasti/,,https://exp76.ru/novogodnee-osveshhenie-zagorodnogo-doma-v-rybinske-i-jaroslavskojj-oblasti/,S7-CHILD-HOLIDAY,S7-CHILD-HOLIDAY,reuse,ready,business=business_source:wp-rest/pages/10381#published-service; semantic=raw/expanded-serp-alternatives/yandex-api-Q000272.jsonl|Q000272,reviewed,codex-2026-08-29,Сезонный монтаж праздничной подсветки; постоянное фасадное освещение принадлежит S7-ARCHITECTURAL.
S8-CHILD-PIPE,S8,child_service,S8-HUB,,https://exp76.ru/truba-v-kanavu-dlya-zaezda/,https://exp76.ru/truba-v-kanavu-dlya-zaezda/,S8-CHILD-PIPE,S8-CHILD-PIPE,create,ready,business=business_source:service-v2/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch.json#scope[Водопропускная часть]; semantic=SERP-854ADA9B5F75|Q000140|wordstat:Yaroslavl_oblast=25,reviewed,codex-2026-08-29,Установка трубы с сохранением стока; продажа трубы исключается.
S8-CHILD-GRAVEL,S8,child_service,S8-HUB,,https://exp76.ru/shchebenochnyy-vezd-na-uchastok/,https://exp76.ru/shchebenochnyy-vezd-na-uchastok/,S8-CHILD-GRAVEL,S8-CHILD-GRAVEL,create,ready,business=business_source:service-v2/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch.json#scope[Щебёночный вариант]; semantic=wordstat:Yaroslavl_oblast[щебень для заезда]=5,reviewed,codex-2026-08-29,Щебёночное исполнение; бетонный вариант разведён.
S8-CHILD-CONCRETE,S8,child_service,S8-HUB,,https://exp76.ru/betonnyy-vezd-cherez-kanavu/,https://exp76.ru/betonnyy-vezd-cherez-kanavu/,S8-CHILD-CONCRETE,S8-CHILD-CONCRETE,create,ready,business=business_source:service-v2/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch.json#scope[Бетонный вариант]; semantic=wordstat:Yaroslavl_oblast=1,reviewed,codex-2026-08-29,Бетонная конструкция; мощение остаётся у защищённого владельца.
S8-CHILD-PARKING,S8,child_service,S8-HUB,,https://exp76.ru/vezd-cherez-kanavu-s-parkovochnoj-ploshchadkoj/,https://exp76.ru/vezd-cherez-kanavu-s-parkovochnoj-ploshchadkoj/,S8-CHILD-PARKING,S8-CHILD-PARKING,create,ready,business=business_source:wp-rest/pages/9282#content[въездная-площадка+площадка-для-автомобиля]; semantic=raw/expanded-serp-finalization/yandex-api-Q000280.jsonl|Q000280|raw/serp/yandex-api-Q000129.jsonl|Q000129|raw/serp/yandex-api-Q000131.jsonl|Q000131,reviewed,codex-2026-08-29,"Только переход через канаву с площадкой непосредственно за ним; отдельная парковка, плитка и мощение принадлежат защищённому владельцу."
S9-CHILD-TREE-REMOVAL,S9,child_service,S9-HUB,,https://exp76.ru/spil-i-udalenie-derevev/,https://exp76.ru/spil-i-udalenie-derevev/,S9-CHILD-TREE-REMOVAL,S9-CHILD-TREE-REMOVAL,create,ready,business=business_source:wp-rest/pages/6870#content[spil-derevev]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S9-CHILD-TREE-REMOVAL;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: спил и удаление дерева целиком или по частям. Исключённые основные интенты: обрезка деревьев, обрезка кустарников, выравнивание и планировка участка, неподтверждённые вывоз и утилизация, аренда спецтехники без работ."
S9-CHILD-STUMPS,S9,child_service,S9-HUB,,https://exp76.ru/korchevanie-pnej/,https://exp76.ru/korchevanie-pnej/,S9-CHILD-STUMPS,S9-CHILD-STUMPS,create,ready,business=business_source:wp-rest/pages/6870#content[vykorchevyvanie-pnej]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S9-CHILD-STUMPS;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: корчевание и удаление пней. Исключённые основные интенты: обрезка деревьев, обрезка кустарников, выравнивание и планировка участка, неподтверждённые вывоз и утилизация, аренда спецтехники без работ."
S9-CHILD-CLEARING,S9,child_service,S9-HUB,,https://exp76.ru/raschistka-uchastka-ot-derevev-i-kustarnikov/,https://exp76.ru/raschistka-uchastka-ot-derevev-i-kustarnikov/,S9-CHILD-CLEARING,S9-CHILD-CLEARING,create,ready,business=business_source:wp-rest/pages/6870#content[spil-derevev-i-kustarnikov+vykorchevyvanie-pnej]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S9-CHILD-CLEARING;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: расчистка древесной и кустарниковой растительности. Исключённые основные интенты: обрезка деревьев, обрезка кустарников, выравнивание и планировка участка, неподтверждённые вывоз и утилизация, аренда спецтехники без работ."
S10-CHILD-DECORATIVE-POND,S10,child_service,S10-HUB,,https://exp76.ru/dekorativnyj-prud-na-uchastke/,https://exp76.ru/dekorativnyj-prud-na-uchastke/,S10-CHILD-DECORATIVE-POND,S10-CHILD-DECORATIVE-POND,create,ready,business=business_source:wp-rest/pages/6900#content[prudy-i-ozera]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S10-CHILD-DECORATIVE-POND;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: создание декоративного водоёма на частном участке. Исключённые основные интенты: дренаж участка, ливневая канализация, автополив, очистка существующих запущенных прудов, строительство капитальных бассейнов, инженерные городские фонтаны."
S10-CHILD-SWIMMING-POND,S10,child_service,S10-HUB,,https://exp76.ru/plavatelnyj-prud-na-uchastke/,https://exp76.ru/plavatelnyj-prud-na-uchastke/,S10-CHILD-SWIMMING-POND,S10-CHILD-SWIMMING-POND,create,ready,business=business_source:wp-rest/pages/6900#content[bassejny+prudy+filtracija]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S10-CHILD-SWIMMING-POND;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: создание купального пруда с фильтрацией. Исключённые основные интенты: дренаж участка, ливневая канализация, автополив, очистка существующих запущенных прудов, строительство капитальных бассейнов, инженерные городские фонтаны."
S10-CHILD-WATERFALL-CASCADE,S10,child_service,S10-HUB,,https://exp76.ru/vodopad-i-kaskad-na-uchastke/,https://exp76.ru/vodopad-i-kaskad-na-uchastke/,S10-CHILD-WATERFALL-CASCADE,S10-CHILD-WATERFALL-CASCADE,create,ready,business=business_source:wp-rest/pages/6900#content[vodopady]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S10-CHILD-WATERFALL-CASCADE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: искусственный водопад или каскад как частный ландшафтный объект. Исключённые основные интенты: дренаж участка, ливневая канализация, автополив, очистка существующих запущенных прудов, строительство капитальных бассейнов, инженерные городские фонтаны."
S10-CHILD-STREAM,S10,child_service,S10-HUB,,https://exp76.ru/dekorativnyj-ruchej-na-uchastke/,https://exp76.ru/dekorativnyj-ruchej-na-uchastke/,S10-CHILD-STREAM,S10-CHILD-STREAM,create,ready,business=business_source:wp-rest/pages/6900#content[ruchji]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S10-CHILD-STREAM;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: создание искусственного декоративного ручья. Исключённые основные интенты: дренаж участка, ливневая канализация, автополив, очистка существующих запущенных прудов, строительство капитальных бассейнов, инженерные городские фонтаны."
S10-CHILD-FOUNTAIN,S10,child_service,S10-HUB,,https://exp76.ru/fontan-na-uchastke/,https://exp76.ru/fontan-na-uchastke/,S10-CHILD-FOUNTAIN,S10-CHILD-FOUNTAIN,create,ready,business=business_source:wp-rest/pages/6900#content[fontany]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S10-CHILD-FOUNTAIN;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: создание частного ландшафтного фонтана. Исключённые основные интенты: дренаж участка, ливневая канализация, автополив, очистка существующих запущенных прудов, строительство капитальных бассейнов, инженерные городские фонтаны."
S11-CHILD-TERRACE-VERANDA,S11,child_service,S11-HUB,,https://exp76.ru/tumanoobrazovanie-dlya-terrasy-i-verandy/,https://exp76.ru/tumanoobrazovanie-dlya-terrasy-i-verandy/,S11-CHILD-TERRACE-VERANDA,S11-CHILD-TERRACE-VERANDA,create,ready,business=business_source:wp-rest/pages/6922#content[chastnye-territorii+otkrytye-ploshhadki]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S11-CHILD-TERRACE-VERANDA;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: монтаж туманообразования в частной открытой зоне отдыха. Исключённые основные интенты: автополив, внутреннее промышленное увлажнение, гарантированный агрономический результат, гарантированное снижение температуры на 15 градусов."
S11-CHILD-CAFE-OUTDOOR,S11,child_service,S11-HUB,,https://exp76.ru/tumanoobrazovanie-dlya-kafe-i-letnih-ploshchadok/,https://exp76.ru/tumanoobrazovanie-dlya-kafe-i-letnih-ploshchadok/,S11-CHILD-CAFE-OUTDOOR,S11-CHILD-CAFE-OUTDOOR,create,ready,business=business_source:wp-rest/pages/6922#content[kafe-restorany+otkrytye-ploshhadki]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S11-CHILD-CAFE-OUTDOOR;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: монтаж туманообразования на летней коммерческой площадке. Исключённые основные интенты: автополив, внутреннее промышленное увлажнение, гарантированный агрономический результат, гарантированное снижение температуры на 15 градусов."
S11-CHILD-GREENHOUSE,S11,child_service,S11-HUB,,https://exp76.ru/tumanoobrazovanie-dlya-teplic-i-oranzherej/,https://exp76.ru/tumanoobrazovanie-dlya-teplic-i-oranzherej/,S11-CHILD-GREENHOUSE,S11-CHILD-GREENHOUSE,create,ready,business=business_source:wp-rest/pages/6922#content[oranzherei-i-teplicy]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S11-CHILD-GREENHOUSE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: монтаж туманообразования для микроклимата растений. Исключённые основные интенты: автополив, внутреннее промышленное увлажнение, гарантированный агрономический результат, гарантированное снижение температуры на 15 градусов."
S12-CHILD-DRIVING,S12,child_service,S12-HUB,,https://exp76.ru/zabivka-zhelezobetonnyh-svaj/,https://exp76.ru/zabivka-zhelezobetonnyh-svaj/,S12-CHILD-DRIVING,S12-CHILD-DRIVING,create,ready,business=business_source:wp-rest/pages/9138#content[zabivnye-zhb-svai+kvadratnoe-sechenie]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S12-CHILD-DRIVING;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: забивка и монтаж железобетонных свай. Исключённые основные интенты: винтовые сваи, буронабивные сваи, неподтверждённые ростверк и геология, раздельная публикация object-variants без SERP overlap-check."
S12-CHILD-PRIVATE-HOUSE,S12,child_service,S12-HUB,,https://exp76.ru/fundament-na-zhb-svayah-dlya-chastnogo-doma/,https://exp76.ru/fundament-na-zhb-svayah-dlya-chastnogo-doma/,S12-CHILD-PRIVATE-HOUSE,S12-CHILD-PRIVATE-HOUSE,create,ready,business=business_source:wp-rest/pages/9138#content[generic-fundament-na-zhelezobetonnykh-svajakh]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S12-CHILD-PRIVATE-HOUSE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: фундамент на железобетонных сваях для частного дома. Исключённые основные интенты: винтовые сваи, буронабивные сваи, неподтверждённые ростверк и геология, раздельная публикация object-variants без SERP overlap-check."
S12-CHILD-BATHHOUSE,S12,child_service,S12-HUB,,https://exp76.ru/fundament-na-zhb-svayah-dlya-bani/,https://exp76.ru/fundament-na-zhb-svayah-dlya-bani/,S12-CHILD-BATHHOUSE,S12-CHILD-BATHHOUSE,create,ready,business=business_source:wp-rest/pages/9138#content[generic-fundament-na-zhelezobetonnykh-svajakh]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S12-CHILD-BATHHOUSE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: фундамент на железобетонных сваях для бани. Исключённые основные интенты: винтовые сваи, буронабивные сваи, неподтверждённые ростверк и геология, раздельная публикация object-variants без SERP overlap-check."
