cluster_id,service_id,cluster_name,head_query,query_ids,candidate_count,intent,geo_scope,broad_frequency,phrase_frequency,exact_frequency,seasonality,webmaster_impressions,webmaster_clicks,serp_cohesion,target_url,url_action,priority,confidence,rationale,method,evidence,validation_status,review_status,reviewer,review_rationale
HOLD-37D2E790086A,S5,участок сотки планировка — commercial_research,участок сотки планировка,K000006|K000007|K000008|K000009|K000010|K000011|K000012|K000013|K000014|K000109|K000110|K000111|K000112|K000113|K000114|K000116|K000117|K000118|K000119|K000120|K000122|K000125|K000150|K000224|K000229|K000230|K000231|K000260|K000270|K000271|K000300|K000301|K000302|K000303|K000304|K000305|K000306|K000307|K000308|K000309|K000310|K000311|K000312|K000313|K000314|K000315|K000316|K000317|K000318|K000319|K000320|K000348|K000349|K000350|K000353|K000354|K000355|K000356|K000359|K000361|K000362|K000364|K000366|K000367|K000381|K000382|K000383|K000384|K000385|K000386|K000422|K000542|K000543|K000544|K000554|K000587|K000588|K000622|K000623|K000624|K000625|K000668|K000720|K000721|K000722|K000802|K000804|K000822|K000833|K000834|K000835|K000836|K000837|K000838|K000839|K000840|K000841|K000847|K000861|K000862|K000863|K000884|K000885|K000893|K000907|K000908|K000909|K000910|K000926|K000927|K001024|K001025|K001026|K001027|K001028|K001029|K001030|K001065|K001066|K001067|K001068|K001069|K001070|K001071|K001096|K001140|K001141|K001142|K001143|K001144|K001145|K001146|K001147|K001148|K001149|K001150|K001230|K001404|K001405|K001406|K001416|K001420|K001435|K001436|K001437|K001458|K001459|K001464|K001466|K001469|K001493|K001687|K001697|K001701|K001702|K001783|K001809|K001833|K001915|K001932|K002116|K002117|K002118|K002119|K002234|K002270|K002476|K002477|K002498|K002499|K002589|K002590|K002591|K002604|K002609|K002786|K002787|K002799|K002804|K002809|K002810|K002897|K002898|K002899|K002901|K002902|K002903|K003261|K003262|K003263|K003264|K003269|K003273|K003277|K003378|K003379|K003434|K003435|K003501|K003505|K003510|K003511|K003512|K003533|K003534|K003535|K003536|K003537|K003538|K003539|K003542|K003543|K003544|K003545|K003546|K003566|K003567|K003568|K003569|K003570|K003571|K003572|K003573|K003574|K003576|K003577|K003578|K003579|K003580|K003581|K003582|K003583|K003584|K003585|K003586|K003587|K003588|K003589|K003590|K003591|K003592|K003593|K003594|K003597|K003598|K003599|K003600|K003601|K003602|K003603|K003604|K003605|K003606|K003609|K003610|K003611|K003612|K003613|K003614|K003615|K003616|K003617|K003618|K003619|K003620|K003632|K003633|K003634|K003637|K003638|K003639|K003640|K003641|K003642|K003643|K003644|K003645|K003646|K003647|K003648|K003649|K003650|K003651|K003652|K003653|K003654|K003655|K003656|K003657|K003658|K003659|K003660|K003661|K003662|K003663|K003664|K003665|K003666|K003667|K003668|K003669|K003670|K003671|K003672|K003673|K003674|K003676|K003677|K003678|K003679|K003680|K003681|K003682|K003683|K003684|K003685|K003686|K003687|K003696|K003697|K003698|K003699|K003702|K003703|K003704|K003705|K003706|K003707|K003708|K003709|K003710|K003711|K003712|K003713|K003714|K003715|K003716|K003717|K003718|K003719|K003720|K003721|K003722|K003723|K003724|K003725|K003726|K003727|K003728|K003729|K003730|K003731|K003732|K003733|K003734|K003735|K003736|K003737|K003738|K003739|K003741|K003742|K003743|K003744|K003745|K003748|K003749|K003750|K003751|K003752|K003753|K003754|K003755|K003756|K003757|K003781|K003782|K003783|K003784|K003785|K003786|K003787|K003788|K003789|K003790|K003791|K003792|K003793|K003794|K003795|K003796|K003797|K003798|K003799|K003800|K003801|K003802|K003803|K003804|K003809|K003810|K003811|K003812|K003813|K003814|K003815|K003816|K003817|K003818|K003819|K003820|K003821|K003822|K003823|K003824|K003825|K003826|K003827|K003829|K003830|K003831|K003832|K003833|K003834|K003835|K003836|K003839|K003841|K003842|K003843|K003844|K003845|K003846|K003847|K003848|K003849|K003850|K003851|K003852|K003855|K003856|K003857|K003858|K003859|K003860|K003861|K003862|K003863|K003864|K003865|K003866|K003867|K003868|K003869|K003871|K003872|K003873|K003874|K003875|K003876|K003877|K003878|K003879|K003880|K003881|K003882|K003883|K003884|K003885|K003886|K003887|K003888|K003889|K003890|K003891|K003892|K003893|K003894|K003895|K003896|K003897|K003901|K003902|K003903|K003905|K003907|K003908|K003909|K003910|K003911|K003912|K003915|K003916|K003917|K003918|K003919|K003920|K003921|K003938|K003950|K003951|K003952|K003953|K004010|K004011|K004012|K004021|K004022|K004023|K004024|K004025|K004026|K004027|K004028|K004029|K004030|K004031|K004032|K004033|K004034|K004035|K004036|K004037|K004038|K004039|K004040|K004045|K004046|K004047|K004048|K004049|K004050|K004051|K004052|K004053|K004054|K004055|K004056|K004057|K004058|K004059|K004060|K004061|K004062|K004063|K004064|K004065|K004066|K004067|K004068|K004069|K004070|K004071|K004072|K004073|K004074|K004075|K004076|K004077|K004078|K004079|K004081|K004083|K004084|K004085|K004086|K004087|K004088|K004089|K004090|K004091|K004092|K004093|K004094|K004095|K004096|K004097|K004098|K004099|K004100|K004101|K004104|K004105|K004106|K004107|K004108|K004109|K004110|K004111|K004112|K004114|K004115|K004116|K004117|K004118|K004119|K004120|K004121|K004122|K004123|K004124|K004125|K004126|K004127|K004128|K004129|K004130|K004131|K004132|K004133|K004135|K004136|K004137|K004138|K004139|K004140|K004141|K004142|K004143|K004144|K004145|K004146|K004147|K004148|K004149|K004150|K004151|K004152|K004153|K004154|K004155|K004156|K004157|K004158|K004159|K004160|K004161|K004162|K004163|K004164|K004165|K004166|K004167|K004168|K004169|K004170|K004171|K004172|K004173|K004174|K004175|K004176|K004177|K004178|K004179|K004181|K004182|K004183|K004184|K004185|K004186|K004187|K004188|K004189|K004190|K004191|K004192|K004193|K004194|K004195|K004196|K004197|K004198|K004199|K004200|K004201|K004202|K004203|K004204|K004205|K004206|K004207|K004208|K004209|K004210|K004211|K004212|K004213|K004214|K004215|K004216|K004217|K004218|K004219|K004220|K004221|K004222|K004223|K004224|K004225|K004226|K004227|K004228|K004229|K004230|K004231|K004232|K004233|K004234|K004235|K004236|K004237|K004238|K004239|K004240|K004241|K004242|K004244|K004245|K004246|K004247|K004248|K004249|K004250|K004251|K004252|K004253|K004254|K004255|K004256|K004257|K004258|K004260|K004261|K004262|K004263|K004264|K004265|K004266|K004267|K004268|K004269|K004270|K004271|K004272|K004273|K004274|K004275|K004276|K004277|K004278|K004279|K004280|K004281|K004282|K004283|K004284|K004286|K004287|K004288|K004289|K004290|K004291|K004292|K004293|K004294|K004295|K004296|K004297|K004298|K004299|K004300|K004301|K004302|K004303|K004304|K004305|K004307|K004308|K004309|K004310|K004311|K004312|K004313|K004314|K004315|K004316|K004317|K004318|K004319|K004320|K004321|K004322|K004323|K004324|K004325|K004326|K004327|K004328|K004329|K004330|K004331|K004332|K004333|K004334|K004335|K004336|K004337|K004338|K004339|K004340|K004343|K004344|K004345|K004346|K004347|K004348|K004349|K004350|K004351|K004352|K004353|K004354|K004355|K004356|K004357|K004358|K004359|K004360|K004361|K004362|K004363|K004364|K004365|K004366|K004367|K004368|K004369|K004370|K004371|K004372|K004373|K004374|K004375|K004376|K004377|K004378|K004379|K004380|K004381|K004382|K004383|K004384|K004385|K004386|K004387|K004388|K004389|K004390|K004391|K004392|K004393|K004394|K004395|K004396|K004399|K004400|K004401|K004402|K004403|K004404|K004405|K004406|K004407|K004408|K004409|K004410|K004411|K004412|K004413|K004414|K004415|K004416|K004417|K004418|K004419|K004420|K004421|K004422|K004423|K004424|K004425|K004426|K004427|K004428|K004429|K004430|K004431|K004432|K004433|K004434|K004435|K004436|K004437|K004438|K004439|K004440|K004441|K004442|K004443|K004444|K004445|K004446|K004447|K004448|K004449|K004450|K004451|K004452|K004453|K004454|K004455|K004456|K004457|K004460|K004461|K004462|K004463|K004464|K004465|K004466|K004467|K004468|K004469|K004470|K004471|K004472|K004473|K004474|K004475|K004476|K004477|K004478|K004479|K004480|K004481|K004482|K004483|K004484|K004485|K004486|K004487|K004488|K004489|K004490|K004491|K004492|K004493|K004494|K004495|K004496|K004497|K004498|K004499|K004500|K004501|K004502|K004503|K004504|K004505|K004506|K004507|K004508|K004509|K004510|K004511|K004513|K004514|K004515|K004516|K004517|K004518|K004519|K004520|K004521|K004522|K004523|K004524|K004525|K004526|K004527|K004528|K004529|K004530|K004531|K004532|K004533|K004534|K004535|K004536|K004537|K004538|K004539|K004540|K004541|K004542|K004543|K004544|K004547|K004548|K004549|K004550|K004551|K004552|K004553|K004554|K004555|K004556|K004557|K004558|K004559|K004561|K004562|K004563|K004565|K004566|K004570|K004571|K004572|K004573|K004574|K004575|K004576|K004577|K004578|K004579|K004580|K004581|K004582|K004583|K004584|K004585|K004586|K004587|K004588|K004589|K004590|K004591|K004592|K004593|K004594|K004595|K004596|K004597|K004598|K004599|K004600|K004601|K004602|K004603|K004604|K004605|K004606|K004607|K004608|K004609|K004610|K004611|K004612|K004613|K004614|K004617|K004618|K004620|K004621|K004622|K004623|K004624|K004625|K004626|K004627|K004628|K004629|K004630|K004631|K004632|K004633|K004634|K004635|K004636|K004637|K004638|K004639|K004640|K004641|K004642|K004643|K004644|K004645|K004646|K004647|K004648|K004649|K004650|K004651|K004652|K004653|K004654|K004655|K004656|K004657|K004658|K004659|K004660|K004661|K004662|K004663|K004664|K004665|K004666|K004667|K004668|K004669|K004670|K004671|K004672|K004673|K004674|K004675|K004676|K004677|K004678|K004682|K004683|K004684|K004685|K004686|K004687|K004688|K004689|K004690|K004691|K004692|K004693|K004694|K004695|K004696|K004697|K004698|K004699|K004700|K004701|K004702|K004703|K004709|K004712|K004713|K004714|K004715|K004717|K004721|K004722|K004723|K004724|K004725|K004728|K004729|K004730|K004731|K004732|K004733|K004734|K004735|K004736|K004737|K004738|K004739|K004740|K004741|K004742|K004743|K004744|K004753|K004754|K004755|K004756|K004757|K004758|K004759|K004760|K004761|K004762|K004763|K004764|K004765|K004766|K004767|K004773|K004774|K004775|K004776|K004777|K004780|K004781|K004783|K004784|K004785|K004786|K004788|K004789|K004790|K004791|K004792|K004793|K004794|K004795|K004796|K004797|K004798|K004799|K004800|K004801|K004802|K004803|K004804|K004805|K004806|K004807|K004808|K004809|K004810|K004811|K004812|K004813|K004814|K004817|K004818|K004819|K004820|K004821|K004822|K004823|K004824|K004825|K005014|K005510|K005556|K005557|K005588|K005590|K005591|K005592|K005593|K005594|K005595|K005596|K005643|K005644|K005645|K005646|K005647|K005648|K005649|K005650|K005658|K005659|K005660|K005661|K005662|K005663|K005664|K005665|K005666|K005667|K005668|K005669|K005670|K005671|K005672|K005677|K005690|K005701|K005702|K005703|K005704|K005705|K005706|K005707|K005708|K005709|K005710|K005711|K005712|K005713|K005714|K005720|K005721|K005722|K005723|K005724|K005725|K005726|K005727|K005728|K005729|K005730|K005732|K005735|K005750|K005770|K005771|K005772|K005773|K005774|K005789|K005797|K005901|K005902|K005903|K005904|K005905|K005906|K005917|K005929|K005930|K005931|K005934|K005949|K005950|K005961|K005962|K005963|K005964|K005965|K005995|K006024|K006025|K006029|K006110|K006127|K006128|K006129|K006130|K006131|K006135|K006271|K006272|K006321|K006326|K006327|K006328|K006369|K006370|K006397|K006431|K006433|K006434|K006435|K006436|K006477|K006488|K006489|K006490|K006491|K006493|K006494|K006495|K006496|K006497|K006499|K006510|K006511|K006542|K006543|K006544|K006545|K006573|K006591|K006619|K006635|K006645|K006650|K006651|K006652|K006929|K006930|K006931|K006936|K006940|K006941|K006943|K006947|K006957|K006958|K006960|K006961|K006962|K006963|K006968|K006973|K006974|K007056|K007057|K007063|K007076|K007078|K007079|K007080|K007081|K007082|K007156|K007468|K007469|K007470|K007471|K007472|K007473|K007474|K007475|K007476|K007477|K007478|K007479|K007480|K007481|K007482|K007483|K007484|K007485|K007486|K007487|K007488|K007489|K007490|K007491|K007492|K007493|K007494|K007495|K007496|K007497|K007498|K007499|K007500|K007501|K007502|K007503|K007504|K007505|K007506|K007507|K007508|K007509|K007510|K007511|K007512|K007513|K007514|K007515|K007516|K007517|K007518|K007519|K007520|K007521|K007523|K007524|K007525|K007526|K007527|K007528|K007529|K007530|K007531|K007532|K007533|K007534|K007535|K007536|K007537|K007539|K007540|K007541|K007550|K007551|K007552|K007555|K007556|K007557|K007558|K007559|K007560|K007561|K007562|K007590|K007599|K007600|K007601|K007602|K007603|K007615|K007618|K007652|K007689|K007690|K007693|K007697|K007698|K007705|K007706|K007709|K007710|K007721|K007745|K007771|K007780|K007782|K007808|K007809,978,commercial_research,Yaroslavl_and_oblast,138459,0,0,service_head_24m_dynamics_available,30,0,not_represented,https://exp76.ru/services/planirovka-territorii/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-37D2E790086A,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-38F85CB02478,S2,натуральный рулонный газон — commercial_research,натуральный рулонный газон,K000053|K000707|K000725|K000727|K000728|K000729|K000730|K000763|K000764|K000765|K000766|K000767|K000772|K000773|K000781|K000782|K001794|K001795|K002700|K002731|K002748|K002793|K002794|K003266|K003267|K003504|K004869|K004882|K004883|K004976|K005395|K005532|K005738|K006182|K006183|K006184|K006185|K006188|K006189|K006193|K006195|K006196|K006199|K006212|K006213|K006214|K006216|K006217|K006218|K006220|K006221|K006222|K006223|K006236|K006237|K006238|K006239|K006241|K006245|K006246|K006247|K006248|K006249|K006250|K006261|K006263|K006264|K006265|K006266|K006267|K006278|K006292|K006310|K006367|K006504|K006505|K006535|K006536|K006556|K006557|K006558|K006559|K006560|K006561|K006563|K006581|K006582|K006951|K006952|K006953|K007051|K007066|K007118|K007623|K007624|K007687|K007718|K007719,72,commercial_research,Yaroslavl_and_oblast,195,0,0,service_head_24m_dynamics_available,18,0,not_represented,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,merge,blocked_facts,medium,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",manual_architecture_review,missing_representative_serp:HOLD-38F85CB02478|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],architecture_reviewed,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
HOLD-40520549FE6A,S1,магазин ландшафтного дизайна рыбинск — product_only,магазин ландшафтного дизайна рыбинск,K002509,1,product_only,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,1,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-40520549FE6A,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-448EB54B315D,S1,рассчитать стоимость благоустройства — transactional,рассчитать стоимость благоустройства,K006084|K006739|K006747|K006767,4,transactional,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,4,0,not_represented,https://exp76.ru/services/,merge,ready,medium,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,manual_architecture_review,missing_representative_serp:HOLD-448EB54B315D,architecture_reviewed,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
HOLD-4E5B4B602503,S5,выровнять участок на даче ярославль — commercial_research,выровнять участок на даче ярославль,K000672|K000673|K000696|K000698|K000699|K004890|K004891|K004892|K004893,9,commercial_research,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,8,0,not_represented,https://exp76.ru/vyravnivanie-uchastka/,merge,blocked_facts,medium,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",manual_architecture_review,missing_representative_serp:HOLD-4E5B4B602503|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/planirovka-territorii.json#intro+services.items[Выравнивание],architecture_reviewed,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
HOLD-505521C7EF8C,S1,как рассчитать стоимость благоустройства са сотку — informational,как рассчитать стоимость благоустройства са сотку,K001576,1,informational,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,1,0,not_represented,https://exp76.ru/kak-rasschitat-stoimost-blagoustrojstva-sa-sotku/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-505521C7EF8C,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-544177B45D38,S6,как залить подпорную стенку из бетона — informational,как залить подпорную стенку из бетона,K001520,1,informational,Yaroslavl_and_oblast,1,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/podpornaya-stenka-na-uchastke-svoimi-rukami/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-544177B45D38,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-5740939AB97F,S7,магазин ландшафтного освещения — product_only,магазин ландшафтного освещения,K002510,1,product_only,Yaroslavl_and_oblast,1,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-5740939AB97F,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-5A855707AEC1,S7,подсветка участка своими руками — informational,подсветка участка своими руками,K004967|K004968,1,informational,Yaroslavl_and_oblast,1,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/kak-sdelat-osveschenie-na-uchastke/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-5A855707AEC1,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-5B52CBB329C4,S8,как сделать въезд на участок — informational,как сделать въезд на участок,K000469|K000470|K000492|K001529|K001530|K001539|K001540|K001541|K001562|K001584|K001585|K001586|K001587|K001643|K006401,11,informational,Yaroslavl_and_oblast,35,0,0,service_head_24m_dynamics_available,1,0,not_represented,https://exp76.ru/kak-sdelat-vezd-na-uchastok-cherez-kanavu/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-5B52CBB329C4,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-6179B3D98517,S6,устройство подпорной стенки на участке — transactional,устройство подпорной стенки на участке,K007290,1,transactional,Russia_discovery_only,34,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/services/podpornye-stenki/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-6179B3D98517,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-630573F85F65,S7,ландшафтное освещение светильники — commercial_research,ландшафтное освещение светильники,K002127|K002128|K002129|K002130|K002131|K002132|K002133|K002134|K002135|K002136|K002137|K002138,9,commercial_research,Yaroslavl_and_oblast,10,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,medium,The head query explicitly targets lighting fixtures and has no successful representative SERP; product demand is excluded.,manual_architecture_review,missing_representative_serp:HOLD-630573F85F65|query_form:product_lighting_fixtures,architecture_reviewed,reviewed,codex-2026-08-28,The head query explicitly targets lighting fixtures and has no successful representative SERP; product demand is excluded.
HOLD-69BD3745F445,S8,обустройство въезда на участок через канаву под ключ — transactional,обустройство въезда на участок через канаву под ключ,K001442|K003180|K003181|K003281|K006664|K006665|K007007,7,transactional,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,9,0,not_represented,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-69BD3745F445,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-6AE9AB011A17,S3,услуги посадки деревьев — transactional,услуги посадки деревьев,K001357|K005027|K005213|K005298|K006765|K006775|K007220|K007227|K007228|K007272,9,transactional,Yaroslavl_and_oblast,314,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-6AE9AB011A17,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-6C8BD897EC93,S8,заезд на участок через канаву — commercial_research,заезд на участок через канаву,K000167|K001261|K001265|K001266|K001267|K001268|K001303|K001304|K001333|K001335|K001336|K001341|K005617|K005618|K006419|K006420|K006580|K007005|K007006|K007009|K007010|K007012|K007013,15,commercial_research,Yaroslavl_and_oblast,208,0,0,service_head_24m_dynamics_available,3,0,not_represented,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-6C8BD897EC93,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-70212404217F,S6,подпорная стенка на участке своими руками — informational,подпорная стенка на участке своими руками,K001555|K001618|K001619|K001620|K004930|K004931|K004932|K004933,4,informational,Yaroslavl_and_oblast,780,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/podpornaya-stenka-na-uchastke-svoimi-rukami/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-70212404217F,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-72FBB49E67C8,S1,как рассчитать инженерное благоустройство участка — informational,как рассчитать инженерное благоустройство участка,K001512|K001575,2,informational,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,1,0,not_represented,https://exp76.ru/kak-rasschitat-inzhenernoe-blagoustrojstvo-uchastka/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-72FBB49E67C8,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-74B3B2B18DA4,S5,выравнивание участка своими руками — informational,выравнивание участка своими руками,K000594|K000609|K000610|K001591,3,informational,Yaroslavl_and_oblast,19,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/vyravnivanie-uchastka-svoimi-rukami/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-74B3B2B18DA4,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-81D00C204EE9,S1,благоустройство частной территории услуги — transactional,благоустройство частной территории услуги,K000185|K000191|K000205|K000219|K001349|K002146|K006090|K006314|K006315|K006316|K006802|K007207|K007232,13,transactional,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,14,0,not_represented,https://exp76.ru/services/,merge,ready,medium,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,manual_architecture_review,missing_representative_serp:HOLD-81D00C204EE9,architecture_reviewed,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
HOLD-86F8E876B7EA,S8,труба в канаву для заезда на участок — commercial_research,труба в канаву для заезда на участок,K000842|K001249|K005005|K006985|K006986|K006987|K006988|K006989|K006990|K006993|K007014|K007015|K007248,11,commercial_research,Yaroslavl_and_oblast,78,0,0,service_head_24m_dynamics_available,3,0,not_represented,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-86F8E876B7EA,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-89A4E8CC1C19,S2,цена газона рулонного рыбинск — transactional,цена газона рулонного рыбинск,K007629,1,transactional,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,1,0,not_represented,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,merge,blocked_facts,medium,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",manual_architecture_review,missing_representative_serp:HOLD-89A4E8CC1C19|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],architecture_reviewed,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
HOLD-915B86D6B9ED,S5,планировка участка стоимость — transactional,планировка участка стоимость,K000365|K000370|K001364|K002605|K002606|K003423|K003424|K003540|K003541|K003740|K003746|K003747|K004082|K004397|K004398|K004512|K004564|K004567|K004568|K004569|K004619|K004704|K004705|K004706|K004707|K004708|K004718|K004719|K004720|K004726|K004727|K004747|K004748|K004749|K004750|K004751|K004752|K004778|K004787|K005626|K006437|K006438|K006546|K006547|K006548|K006549|K006550|K006551|K006758|K006759|K006773|K006774|K006964|K007204|K007205|K007217|K007218|K007219|K007233|K007234,44,transactional,Yaroslavl_and_oblast,1037,0,0,service_head_24m_dynamics_available,3,0,not_represented,https://exp76.ru/services/planirovka-territorii/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-915B86D6B9ED,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
