pair_id,decision,review_status,reviewer,rationale,evidence_note
PAIR-2DBC55B17F37,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""благоустройство в рыбинске"" targets комплексное благоустройство участка, while ""ландшафтный дизайн рыбинск"" targets ландшафтное проектирование и дизайн; overlap=2/10; formats=left[marketplace_directory:1,service_landing:3,topic_landing:6];right[local_directory:1,marketplace_directory:2,service_landing:1,topic_landing:6]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:1,service_landing:3,topic_landing:6];right[local_directory:1,marketplace_directory:2,service_landing:1,topic_landing:6]; stored queries Q000003/Q000023; shared URLs=https://avito.ru/rybinsk/predlozheniya_uslug/|https://exp76.ru/."
PAIR-B911ACC0AE77,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоустройство участков ярославль"" (комплексное благоустройство участка) and ""прейскурант цен на благоустройство придомовой территории в ярославской области"" (комплексное благоустройство участка) converge on one canonical answer; overlap=3/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[marketplace_directory:8,service_landing:2]; stored queries Q000008/Q000027; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://landshaftniy-dizayn.ru/region/yaroslavl/blagoustroystvo/territorii/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-D5AFB549045B,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""благоустройство участков ярославль"" targets комплексное благоустройство участка, while ""проект благоустройства участка"" targets ландшафтное проектирование и дизайн; overlap=2/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[article_guide:3,marketplace_directory:1,product_catalog:1,service_landing:3,topic_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[article_guide:3,marketplace_directory:1,product_catalog:1,service_landing:3,topic_landing:2]; stored queries Q000008/Q000028; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://yaroslavl.blago-s.ru/."
PAIR-105DFA06D65B,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоустройство участков ярославль"" (комплексное благоустройство участка) and ""стоимость работ по благоустройству территории ярославль"" (комплексное благоустройство участка) converge on one canonical answer; overlap=3/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[marketplace_directory:8,service_landing:2]; stored queries Q000008/Q000032; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://landshaftniy-dizayn.ru/region/yaroslavl/blagoustroystvo/territorii/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-2839032691A9,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоустройство участков ярославль"" (комплексное благоустройство участка) and ""стоимость реализации проекта обустройства частного участка в ярославской области компании"" (комплексное благоустройство участка) converge on one canonical answer; overlap=2/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[marketplace_directory:8,service_landing:2]; stored queries Q000008/Q000033; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-9B8AAA65FF19,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоустройство участков ярославль"" (комплексное благоустройство участка) and ""цены на работу по благоустройству"" (комплексное благоустройство участка) converge on one canonical answer; overlap=2/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[marketplace_directory:9,service_landing:1]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[article_guide:1,marketplace_directory:2,service_landing:6,topic_landing:1];right[marketplace_directory:9,service_landing:1]; stored queries Q000008/Q000035; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-4BD50C8E6434,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""благоучтройство дачного участка в ярославской области"" targets комплексное благоустройство участка, while ""заказать дизайн проект участка"" targets ландшафтное проектирование и дизайн; overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:4,service_landing:2,topic_landing:4]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:4,service_landing:2,topic_landing:4]; stored queries Q000009/Q000011; shared URLs=https://avito.ru/yaroslavskaya_oblast/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-232E8A691A76,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоучтройство дачного участка в ярославской области"" (комплексное благоустройство участка) and ""комплексное благоустройство частных территорий"" (комплексное благоустройство участка) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:3,service_landing:5,topic_landing:2]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:3,service_landing:5,topic_landing:2]; stored queries Q000009/Q000015; shared URLs=https://landshaftniy-dizayn.ru/region/yaroslavl/blagoustroystvo/territorii/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.blago-s.ru/."
PAIR-1D650D422BB8,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""благоучтройство дачного участка в ярославской области"" targets комплексное благоустройство участка, while ""ландшафтное проектирование участка"" targets ландшафтное проектирование и дизайн; overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[article_guide:2,marketplace_directory:3,service_landing:1,topic_landing:4]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[article_guide:2,marketplace_directory:3,service_landing:1,topic_landing:4]; stored queries Q000009/Q000019; shared URLs=https://avito.ru/yaroslavskaya_oblast/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-ECBA3E09141F,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоучтройство дачного участка в ярославской области"" (комплексное благоустройство участка) and ""прейскурант цен на благоустройство придомовой территории в ярославской области"" (комплексное благоустройство участка) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:8,service_landing:2]; stored queries Q000009/Q000027; shared URLs=https://landshaftniy-dizayn.ru/region/yaroslavl/blagoustroystvo/territorii/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-86BDACD8D138,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоучтройство дачного участка в ярославской области"" (комплексное благоустройство участка) and ""сайты благоустройства участков"" (комплексное благоустройство участка) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:4,service_landing:5,topic_landing:1]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:4,service_landing:5,topic_landing:1]; stored queries Q000009/Q000030; shared URLs=https://atlant76.com/landshaftnye-raboty/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.blago-s.ru/."
PAIR-AD56431CB370,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоучтройство дачного участка в ярославской области"" (комплексное благоустройство участка) and ""стоимость работ по благоустройству территории ярославль"" (комплексное благоустройство участка) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:8,service_landing:2]; stored queries Q000009/Q000032; shared URLs=https://landshaftniy-dizayn.ru/region/yaroslavl/blagoustroystvo/territorii/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-E2A5846A7388,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоучтройство дачного участка в ярославской области"" (комплексное благоустройство участка) and ""стоимость реализации проекта обустройства частного участка в ярославской области компании"" (комплексное благоустройство участка) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:8,service_landing:2]; stored queries Q000009/Q000033; shared URLs=https://avito.ru/yaroslavskaya_oblast/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-AD71B9A7B74A,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""благоучтройство дачного участка в ярославской области"" (комплексное благоустройство участка) and ""цены на работу по благоустройству"" (комплексное благоустройство участка) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:9,service_landing:1]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:2,service_landing:8];right[marketplace_directory:9,service_landing:1]; stored queries Q000009/Q000035; shared URLs=https://avito.ru/yaroslavskaya_oblast/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-1B4BEE06FB5A,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""дизайн проект участка"" (ландшафтное проектирование и дизайн) and ""заказать дизайн проект участка"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=4/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:4,service_landing:2,topic_landing:4]; stored top-10 result types and query wording support one service page.","overlap=4/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:4,service_landing:2,topic_landing:4]; stored queries Q000010/Q000011; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://progarden.group/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.mslandshaft.ru/."
PAIR-324FDF688692,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""комплексное благоустройство частных территорий"" targets комплексное благоустройство участка; overlap=3/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:3,service_landing:5,topic_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:3,service_landing:5,topic_landing:2]; stored queries Q000010/Q000015; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.mslandshaft.ru/."
PAIR-74CC68A2BE5F,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""дизайн проект участка"" (ландшафтное проектирование и дизайн) and ""ландшафтное проектирование участка"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=3/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[article_guide:2,marketplace_directory:3,service_landing:1,topic_landing:4]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[article_guide:2,marketplace_directory:3,service_landing:1,topic_landing:4]; stored queries Q000010/Q000019; shared URLs=https://klerk.ru/blogs/gdekurs/694312/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.mslandshaft.ru/."
PAIR-E39C2294AF12,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""дизайн проект участка"" (ландшафтное проектирование и дизайн) and ""ландшафтный дизайн участка"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[article_guide:4,marketplace_directory:3,service_landing:1,topic_landing:2]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[article_guide:4,marketplace_directory:3,service_landing:1,topic_landing:2]; stored queries Q000010/Q000024; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://yaroslavl.mslandshaft.ru/."
PAIR-38B69001B9AA,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""прейскурант цен на благоустройство придомовой территории в ярославской области"" targets комплексное благоустройство участка; overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored queries Q000010/Q000027; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-2AFE8F1C158D,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""сайты благоустройства участков"" targets комплексное благоустройство участка; overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:4,service_landing:5,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:4,service_landing:5,topic_landing:1]; stored queries Q000010/Q000030; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-5617E6079E93,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""стоимость работ по благоустройству территории ярославль"" targets комплексное благоустройство участка; overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored queries Q000010/Q000032; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-4B79684A4FD0,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""стоимость реализации проекта обустройства частного участка в ярославской области компании"" targets комплексное благоустройство участка; overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored queries Q000010/Q000033; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-B99465B2D7C0,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""цены на работу по благоустройству"" targets комплексное благоустройство участка; overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:9,service_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:3,marketplace_directory:2,service_landing:1,topic_landing:4];right[marketplace_directory:9,service_landing:1]; stored queries Q000010/Q000035; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-9F0DED4E83F4,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""комплексное благоустройство частных территорий"" targets комплексное благоустройство участка; overlap=4/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:3,service_landing:5,topic_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=4/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:3,service_landing:5,topic_landing:2]; stored queries Q000011/Q000015; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://om-garden.ru/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.mslandshaft.ru/."
PAIR-558DA1893B40,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""заказать дизайн проект участка"" (ландшафтное проектирование и дизайн) and ""ландшафтное проектирование участка"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=4/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[article_guide:2,marketplace_directory:3,service_landing:1,topic_landing:4]; stored top-10 result types and query wording support one service page.","overlap=4/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[article_guide:2,marketplace_directory:3,service_landing:1,topic_landing:4]; stored queries Q000011/Q000019; shared URLs=https://avito.ru/yaroslavskaya_oblast/predlozheniya_uslug/|https://profi.ru/geo-yar/remont/landshaftniy-dizain/landshaftnoe-proektirovanie/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.mslandshaft.ru/."
PAIR-E11A7B14FD81,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""заказать дизайн проект участка"" (ландшафтное проектирование и дизайн) and ""ландшафтный дизайн участка"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[article_guide:4,marketplace_directory:3,service_landing:1,topic_landing:2]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[article_guide:4,marketplace_directory:3,service_landing:1,topic_landing:2]; stored queries Q000011/Q000024; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://yaroslavl.mslandshaft.ru/."
PAIR-FF6FF6E9F1ED,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""заказать дизайн проект участка"" (ландшафтное проектирование и дизайн) and ""ландшафтный дизайнер коприно"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:2,service_landing:1,topic_landing:7]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:2,service_landing:1,topic_landing:7]; stored queries Q000011/Q000025; shared URLs=https://om-garden.ru/|https://progarden.group/."
PAIR-138295498AE6,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""прейскурант цен на благоустройство придомовой территории в ярославской области"" targets комплексное благоустройство участка; overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored queries Q000011/Q000027; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-620AF2568B96,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""сайты благоустройства участков"" targets комплексное благоустройство участка; overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:4,service_landing:5,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:4,service_landing:5,topic_landing:1]; stored queries Q000011/Q000030; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-285679FA98A8,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""стоимость работ по благоустройству территории ярославль"" targets комплексное благоустройство участка; overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored queries Q000011/Q000032; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-1E93E8286BC4,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""стоимость реализации проекта обустройства частного участка в ярославской области компании"" targets комплексное благоустройство участка; overlap=3/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:8,service_landing:2]; stored queries Q000011/Q000033; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavskaya_oblast/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-E05A3D48156B,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать дизайн проект участка"" targets ландшафтное проектирование и дизайн, while ""цены на работу по благоустройству"" targets комплексное благоустройство участка; overlap=3/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:9,service_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:4,service_landing:2,topic_landing:4];right[marketplace_directory:9,service_landing:1]; stored queries Q000011/Q000035; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavskaya_oblast/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-36B4FE74C4C5,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""компании по ландшафтному дизайну рыбинск под ключ"" (ландшафтное проектирование и дизайн) and ""ландшафтные работы рыбинск"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=5/10; formats=left[marketplace_directory:2,service_landing:3,topic_landing:5];right[local_directory:1,marketplace_directory:2,service_landing:2,topic_landing:5]; stored top-10 result types and query wording support one service page.","overlap=5/10; formats=left[marketplace_directory:2,service_landing:3,topic_landing:5];right[local_directory:1,marketplace_directory:2,service_landing:2,topic_landing:5]; stored queries Q000013/Q000020; shared URLs=https://avito.ru/rybinsk/predlozheniya_uslug/sad_blagoustroystvo-ASgBAgICAUSYC8KfAQ/|https://exp76.ru/|https://rybinsk.dizajn-landshaftnyj.ru/|https://rybinsk.mslandshaft.ru/|https://uslugi.yandex.ru/10839-rybinsk/category/dizajneryi/landshaftnyij-dizajner--273/."
PAIR-7031AA4C2C00,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""компании по ландшафтному дизайну рыбинск под ключ"" (ландшафтное проектирование и дизайн) and ""ландшафтные работы это рыбинск"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=6/10; formats=left[marketplace_directory:2,service_landing:3,topic_landing:5];right[marketplace_directory:2,service_landing:2,topic_landing:6]; stored top-10 result types and query wording support one service page.","overlap=6/10; formats=left[marketplace_directory:2,service_landing:3,topic_landing:5];right[marketplace_directory:2,service_landing:2,topic_landing:6]; stored queries Q000013/Q000021; shared URLs=https://avito.ru/rybinsk/predlozheniya_uslug/sad_blagoustroystvo-ASgBAgICAUSYC8KfAQ/|https://exp76.ru/|https://monolit76.ru/landshaftnoe-proektirovanie/|https://rybinsk.dizajn-landshaftnyj.ru/|https://rybinsk.mslandshaft.ru/|https://uslugi.yandex.ru/10839-rybinsk/category/dizajneryi/landshaftnyij-dizajner--273/."
PAIR-73C34D069339,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""компании по ландшафтному дизайну рыбинск под ключ"" (ландшафтное проектирование и дизайн) and ""ландшафтный дизайн рыбинск"" (ландшафтное проектирование и дизайн) converge on one canonical answer; overlap=5/10; formats=left[marketplace_directory:2,service_landing:3,topic_landing:5];right[local_directory:1,marketplace_directory:2,service_landing:1,topic_landing:6]; stored top-10 result types and query wording support one service page.","overlap=5/10; formats=left[marketplace_directory:2,service_landing:3,topic_landing:5];right[local_directory:1,marketplace_directory:2,service_landing:1,topic_landing:6]; stored queries Q000013/Q000023; shared URLs=https://exp76.ru/|https://rybinsk.dizajn-landshaftnyj.ru/|https://rybinsk.mslandshaft.ru/|https://rybinsk.stplitka.ru/landshaftnyj-dizajn/|https://uslugi.yandex.ru/10839-rybinsk/category/dizajneryi/landshaftnyij-dizajner--273/."
PAIR-581E3CED4828,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""комплексное благоустройство частных территорий"" (комплексное благоустройство участка) and ""ландшафтная компания эксперты"" (комплексное благоустройство участка) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:3,service_landing:5,topic_landing:2];right[local_directory:1,marketplace_directory:2,service_landing:1,topic_landing:6]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:3,service_landing:5,topic_landing:2];right[local_directory:1,marketplace_directory:2,service_landing:1,topic_landing:6]; stored queries Q000015/Q000017; shared URLs=https://exp76.ru/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-47A901333D40,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""комплексное благоустройство частных территорий"" targets комплексное благоустройство участка, while ""ландшафтное проектирование участка"" targets ландшафтное проектирование и дизайн; overlap=2/10; formats=left[marketplace_directory:3,service_landing:5,topic_landing:2];right[article_guide:2,marketplace_directory:3,service_landing:1,topic_landing:4]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:3,service_landing:5,topic_landing:2];right[article_guide:2,marketplace_directory:3,service_landing:1,topic_landing:4]; stored queries Q000015/Q000019; shared URLs=https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.mslandshaft.ru/."
PAIR-280BB59C0AEB,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""комплексное благоустройство частных территорий"" targets комплексное благоустройство участка, while ""ландшафтный дизайн участка"" targets ландшафтное проектирование и дизайн; overlap=2/10; formats=left[marketplace_directory:3,service_landing:5,topic_landing:2];right[article_guide:4,marketplace_directory:3,service_landing:1,topic_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:3,service_landing:5,topic_landing:2];right[article_guide:4,marketplace_directory:3,service_landing:1,topic_landing:2]; stored queries Q000015/Q000024; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://yaroslavl.mslandshaft.ru/."
PAIR-2930977F761B,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""комплексное благоустройство частных территорий"" targets комплексное благоустройство участка, while ""ландшафтный дизайнер коприно"" targets ландшафтное проектирование и дизайн; overlap=2/10; formats=left[marketplace_directory:3,service_landing:5,topic_landing:2];right[marketplace_directory:2,service_landing:1,topic_landing:7]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:3,service_landing:5,topic_landing:2];right[marketplace_directory:2,service_landing:1,topic_landing:7]; stored queries Q000015/Q000025; shared URLs=https://exp76.ru/|https://om-garden.ru/."
